# HotWire artifact -- Attack A2 (forced PreCharge / V2L) sustained-discharge evidence
# Vehicle: LUXGEN N7 (production unit, lab bench).
# Source: decoded from the recorded DIN 70121 trace of the full sustained-discharge session.
# Duration: ~100 minutes of continuous CurrentDemand activity (supports the >=60 min / ~1.25 kWh claim in Sec. 6).
# PRIVACY: the vehicle EVCCID/MAC and ALL link-layer & IPv6 addresses are EXCLUDED. This file contains
#          only protocol-reported electrical fields and relative timestamps -- no identifiers of any kind.
# NOTE: all values are PROTOCOL-REPORTED (read from V2G messages), NOT externally metered.
#       EVSEPresentCurrent is a fixed protocol value emitted by the rogue EVSE, not a measured current.
# Columns: t_rel_s, EVSEPresentVoltage_V (forged), EVSEPresentCurrent_A (reported), EVTargetVoltage_V (vehicle)
t_rel_s,EVSEPresentVoltage_V,EVSEPresentCurrent_A,EVTargetVoltage_V
1109.428,0,200,
1109.469,,,413.6
1109.542,0,200,
1109.666,,,413.6
1109.742,0,200,
1109.865,,,413.6
1109.946,0,200,
1110.035,,,413.6
1110.100,0,200,
1110.271,,,413.6
1110.338,0,200,
1110.465,,,413.6
1110.539,0,200,
1110.633,,,413.6
1110.696,0,200,
1110.766,,,413.6
1110.833,0,200,
1110.935,,,413.6
1111.013,0,200,
1111.132,,,413.6
1111.311,0,200,
1111.432,,,413.6
1111.941,0,200,
1146.257,,,340.9
1146.373,195,,
1146.456,,,340.9
1146.498,220,,
1146.556,,,340.9
1146.621,245,,
1146.757,,,340.9
1146.822,270,,
1146.958,,,340.9
1147.017,295,,
1147.055,,,340.9
1147.124,320,,
1147.258,,,340.9
1147.316,325,,
1147.393,,,340.9
1147.459,330,,
1147.559,,,340.9
1147.625,335,,
1147.756,,,340.9
1147.815,340,,
1147.856,,,340.9
1147.919,345,,
1148.056,,,340.9
1148.114,345,,
1148.157,,,340.9
1148.217,345,,
1148.257,,,340.9
1148.294,345,,
1148.356,,,340.9
1148.418,345,,
1148.456,,,340.9
1148.517,345,,
1148.557,,,340.9
1148.613,345,,
1148.656,,,340.9
1148.715,345,,
1148.770,,,340.9
1148.827,345,,
1148.957,,,340.9
1149.026,345,,
1149.158,,,340.9
1149.219,345,,
1149.257,,,340.9
1149.292,345,,
1149.355,,,340.9
1149.414,345,,
1149.759,,,413.6
1149.839,0,200,
1149.956,,,413.6
1150.039,0,200,
1150.157,,,413.6
1150.249,0,200,
1150.356,,,413.6
1150.449,0,200,
1150.556,,,413.6
1150.650,0,200,
1150.756,,,413.6
1150.847,0,200,
1150.956,,,413.6
1151.045,0,200,
1151.156,,,413.6
1151.259,0,200,
1151.356,,,413.6
1151.423,0,200,
1151.556,,,413.6
1151.624,0,200,
1151.757,,,413.6
1151.840,0,200,
1151.957,,,413.6
1152.042,0,200,
1152.157,,,413.6
1152.234,0,200,
1152.357,,,413.6
1152.431,0,200,
1152.556,,,413.6
1152.650,0,200,
1152.778,,,413.6
1152.843,0,200,
1152.957,,,413.6
1153.049,0,200,
1153.157,,,413.6
1153.244,0,200,
1153.357,,,413.6
1153.420,0,200,
1153.556,,,413.6
1153.633,0,200,
1153.756,,,413.6
1153.815,0,200,
1153.856,,,413.6
1153.910,0,200,
1153.956,,,413.6
1154.015,0,200,
1154.156,,,413.6
1154.217,0,200,
1154.356,,,413.6
1154.413,0,200,
1154.456,,,413.6
1154.515,0,200,
1154.555,,,413.6
1154.620,0,200,
1154.756,,,413.6
1154.824,0,200,
1154.955,,,413.6
1155.018,0,200,
1155.161,,,413.6
1155.229,0,200,
1155.356,,,413.6
1155.415,0,200,
1155.456,,,413.6
1155.518,0,200,
1155.555,,,413.6
1155.623,0,200,
1155.756,,,413.6
1155.819,0,200,
1155.956,,,413.6
1156.019,0,200,
1156.157,,,413.6
1156.254,0,200,
1156.356,,,413.6
1156.468,0,200,
1156.557,,,413.6
1156.623,0,200,
1156.758,,,413.6
1156.847,0,200,
1156.956,,,413.6
1157.049,0,200,
1157.156,,,413.6
1157.255,0,200,
1157.357,,,413.6
1157.458,0,200,
1157.556,,,413.6
1157.631,0,200,
1157.692,,,413.6
1157.755,0,200,
1157.892,,,413.6
1157.972,0,200,
1158.056,,,413.6
1158.119,0,200,
1158.258,,,413.6
1158.322,0,200,
1158.457,,,413.6
1158.524,0,200,
1158.656,,,413.6
1158.710,0,200,
1158.756,,,413.6
1158.812,0,200,
1158.856,,,413.6
1158.921,0,200,
1159.056,,,413.6
1159.124,0,200,
1159.257,,,413.6
1159.319,0,200,
1159.356,,,413.6
1159.421,0,200,
1159.556,,,413.6
1159.614,0,200,
1159.656,,,413.6
1159.716,0,200,
1159.756,,,413.6
1159.818,0,200,
1159.855,,,413.6
1159.921,0,200,
1160.059,,,413.6
1160.126,0,200,
1160.257,,,413.6
1160.317,0,200,
1160.456,,,413.6
1160.504,0,200,
1160.555,,,413.6
1160.613,0,200,
1160.656,,,413.6
1160.719,0,200,
1160.857,,,413.6
1160.922,0,200,
1161.057,,,413.6
1161.123,0,200,
1161.257,,,413.6
1161.321,0,200,
1161.457,,,413.6
1161.518,0,200,
1161.556,,,413.6
1161.638,0,200,
1161.757,,,413.6
1161.808,0,200,
1161.857,,,413.6
1161.913,0,200,
1162.090,,,413.6
1162.156,0,200,
1162.257,,,413.6
1162.348,0,200,
1162.456,,,413.6
1162.542,0,200,
1162.594,,,413.6
1162.660,0,200,
1162.756,,,413.6
1162.842,0,200,
1162.956,,,413.6
1163.054,0,200,
1163.192,,,413.6
1163.278,0,200,
1163.355,,,413.6
1163.418,0,200,
1163.455,,,413.6
1163.510,0,200,
1163.558,,,413.6
1163.637,0,200,
1163.756,,,413.6
1163.812,0,200,
1163.855,,,413.6
1163.917,0,200,
1164.057,,,413.6
1164.119,0,200,
1164.157,,,413.6
1164.217,0,200,
1164.257,,,413.6
1164.331,0,200,
1164.456,,,413.6
1164.555,0,200,
1164.656,,,413.6
1164.718,0,200,
1164.858,,,413.6
1164.924,0,200,
1165.057,,,413.6
1165.109,0,200,
1165.156,,,413.6
1165.219,0,200,
1165.294,,,413.6
1165.341,0,200,
1165.393,,,413.6
1165.458,0,200,
1165.591,,,413.6
1165.655,0,200,
1165.789,,,413.6
1165.847,0,200,
1165.957,,,413.6
1166.049,0,200,
1166.156,,,413.6
1166.225,0,200,
1166.357,,,413.6
1166.424,0,200,
1166.557,,,413.6
1166.631,0,200,
1166.755,,,413.6
1166.839,0,200,
1166.957,,,413.6
1167.044,0,200,
1167.156,,,413.6
1167.244,0,200,
1167.356,,,413.6
1167.444,0,200,
1167.555,,,413.6
1167.634,0,200,
1167.756,,,413.6
1167.828,0,200,
1167.957,,,413.6
1168.030,0,200,
1168.156,,,413.6
1168.221,0,200,
1168.356,,,413.6
1168.406,0,200,
1168.456,,,413.6
1168.514,0,200,
1168.656,,,413.6
1168.720,0,200,
1168.856,,,413.6
1168.920,0,200,
1169.057,,,413.6
1169.138,0,200,
1169.256,,,413.6
1169.337,0,200,
1169.455,,,413.6
1169.546,0,200,
1169.656,,,413.6
1169.698,0,200,
1169.756,,,413.6
1169.814,0,200,
1169.856,,,413.6
1169.904,0,200,
1169.956,,,413.6
1170.017,0,200,
1170.055,,,413.6
1170.114,0,200,
1170.155,,,413.6
1170.225,0,200,
1170.356,,,413.6
1170.449,0,200,
1170.557,,,413.6
1170.653,0,200,
1170.756,,,413.6
1170.851,0,200,
1170.964,,,413.6
1171.086,0,200,
1171.156,,,413.6
1171.223,0,200,
1171.389,,,413.6
1171.624,0,200,
1171.756,,,413.6
1171.893,0,200,
1171.993,,,413.6
1172.039,0,200,
1172.189,,,413.6
1172.254,0,200,
1172.356,,,413.6
1172.877,0,200,
1208.547,,,340.9
1208.694,195,,
1208.747,,,340.9
1208.837,220,,
1208.947,,,340.9
1209.042,245,,
1209.147,,,340.9
1209.232,270,,
1209.346,,,340.9
1209.399,295,,
1209.448,,,340.9
1209.514,320,,
1209.647,,,340.9
1209.712,325,,
1209.848,,,340.9
1209.904,330,,
1210.046,,,340.9
1210.093,335,,
1210.147,,,340.9
1210.189,340,,
1210.247,,,340.9
1210.301,345,,
1210.347,,,340.9
1210.388,345,,
1210.447,,,340.9
1210.500,345,,
1210.580,,,340.9
1210.636,345,,
1210.747,,,340.9
1210.851,345,,
1210.948,,,340.9
1211.001,345,,
1211.047,,,340.9
1211.104,345,,
1211.146,,,340.9
1211.182,345,,
1211.247,,,340.9
1211.300,345,,
1211.347,,,340.9
1211.400,345,,
1211.484,,,340.9
1211.544,345,,
1211.583,,,340.9
1211.648,345,,
1211.682,,,340.9
1211.754,345,,
1211.847,,,340.9
1211.903,345,,
1212.547,,,413.6
1212.660,0,200,
1212.747,,,413.6
1212.804,0,200,
1212.846,,,413.6
1212.910,0,200,
1213.047,,,413.6
1213.108,0,200,
1213.247,,,413.6
1213.310,0,200,
1213.447,,,413.6
1213.489,0,200,
1213.547,,,413.6
1213.598,0,200,
1213.647,,,413.6
1213.701,0,200,
1213.784,,,413.6
1213.846,0,200,
1213.884,,,413.6
1213.966,0,200,
1214.047,,,413.6
1214.105,0,200,
1214.248,,,413.6
1214.294,0,200,
1214.348,,,413.6
1214.408,0,200,
1214.546,,,413.6
1214.606,0,200,
1214.646,,,413.6
1214.707,0,200,
1214.746,,,413.6
1214.790,0,200,
1214.847,,,413.6
1214.903,0,200,
1215.049,,,413.6
1215.112,0,200,
1215.248,,,413.6
1215.292,0,200,
1215.347,,,413.6
1215.411,0,200,
1215.547,,,413.6
1215.617,0,200,
1215.748,,,413.6
1215.801,0,200,
1215.882,,,413.6
1215.948,0,200,
1216.048,,,413.6
1216.142,0,200,
1216.283,,,413.6
1216.323,0,200,
1216.383,,,413.6
1216.444,0,200,
1216.579,,,413.6
1216.635,0,200,
1216.747,,,413.6
1216.817,0,200,
1216.948,,,413.6
1217.020,0,200,
1217.147,,,413.6
1217.225,0,200,
1217.346,,,413.6
1217.444,0,200,
1217.547,,,413.6
1217.588,0,200,
1217.646,,,413.6
1217.713,0,200,
1217.847,,,413.6
1217.916,0,200,
1218.046,,,413.6
1218.107,0,200,
1218.147,,,413.6
1218.213,0,200,
1218.348,,,413.6
1218.416,0,200,
1218.547,,,413.6
1218.591,0,200,
1218.647,,,413.6
1218.712,0,200,
1218.847,,,413.6
1218.906,0,200,
1218.947,,,413.6
1219.015,0,200,
1219.147,,,413.6
1219.252,0,200,
1219.348,,,413.6
1219.408,0,200,
1219.547,,,413.6
1219.614,0,200,
1219.748,,,413.6
1219.821,0,200,
1219.947,,,413.6
1220.025,0,200,
1220.147,,,413.6
1220.222,0,200,
1220.346,,,413.6
1220.413,0,200,
1220.550,,,413.6
1220.604,0,200,
1220.647,,,413.6
1220.706,0,200,
1220.747,,,413.6
1220.813,0,200,
1220.980,,,413.6
1221.019,0,200,
1221.081,,,413.6
1221.132,0,200,
1221.183,,,413.6
1221.243,0,200,
1221.347,,,413.6
1221.437,0,200,
1221.547,,,413.6
1221.630,0,200,
1221.747,,,413.6
1221.829,0,200,
1221.948,,,413.6
1222.035,0,200,
1222.083,,,413.6
1222.144,0,200,
1222.184,,,413.6
1222.248,0,200,
1222.347,,,413.6
1222.392,0,200,
1222.447,,,413.6
1222.503,0,200,
1222.545,,,413.6
1222.603,0,200,
1222.647,,,413.6
1222.689,0,200,
1222.756,,,413.6
1222.819,0,200,
1222.949,,,413.6
1223.017,0,200,
1223.148,,,413.6
1223.202,0,200,
1223.246,,,413.6
1223.299,0,200,
1223.345,,,413.6
1223.398,0,200,
1223.447,,,413.6
1223.501,0,200,
1223.546,,,413.6
1223.647,0,200,
1223.747,,,413.6
1223.810,0,200,
1223.948,,,413.6
1224.004,0,200,
1224.080,,,413.6
1224.138,0,200,
1224.183,,,413.6
1224.225,0,200,
1224.348,,,413.6
1224.434,0,200,
1224.547,,,413.6
1224.603,0,200,
1224.647,,,413.6
1224.697,0,200,
1224.780,,,413.6
1224.820,0,200,
1224.885,,,413.6
1224.950,0,200,
1225.047,,,413.6
1225.107,0,200,
1225.180,,,413.6
1225.220,0,200,
1225.348,,,413.6
1225.421,0,200,
1225.579,,,413.6
1225.643,0,200,
1225.747,,,413.6
1225.809,0,200,
1225.979,,,413.6
1226.039,0,200,
1226.084,,,413.6
1226.147,0,200,
1226.287,,,413.6
1226.347,0,200,
1226.483,,,413.6
1226.524,0,200,
1226.648,,,413.6
1226.716,0,200,
1226.846,,,413.6
1226.911,0,200,
1227.047,,,413.6
1227.111,0,200,
1227.246,,,413.6
1227.291,0,200,
1227.347,,,413.6
1227.407,0,200,
1227.446,,,413.6
1227.505,0,200,
1227.548,,,413.6
1227.607,0,200,
1227.646,,,413.6
1227.697,0,200,
1227.747,,,413.6
1227.787,0,200,
1227.847,,,413.6
1227.908,0,200,
1228.047,,,413.6
1228.111,0,200,
1228.247,,,413.6
1228.291,0,200,
1228.347,,,413.6
1228.407,0,200,
1228.447,,,413.6
1228.519,0,200,
1228.647,,,413.6
1228.727,0,200,
1228.846,,,413.6
1228.935,0,200,
1229.049,,,413.6
1229.140,0,200,
1229.247,,,413.6
1229.312,0,200,
1229.447,,,413.6
1229.507,0,200,
1229.647,,,413.6
1229.699,0,200,
1229.747,,,413.6
1229.788,0,200,
1229.846,,,413.6
1229.906,0,200,
1229.982,,,413.6
1230.050,0,200,
1230.180,,,413.6
1230.248,0,200,
1230.381,,,413.6
1230.441,0,200,
1230.546,,,413.6
1230.588,0,200,
1230.648,,,413.6
1230.717,0,200,
1230.847,,,413.6
1230.916,0,200,
1231.046,,,413.6
1231.148,0,200,
1231.247,,,413.6
1231.841,0,200,
1255.708,,,340.8
1255.815,195,,
1255.908,,,340.8
1255.964,220,,
1256.008,,,340.8
1256.067,245,,
1256.142,,,340.8
1256.189,270,,
1256.243,,,340.8
1256.296,295,,
1256.409,,,340.8
1256.479,320,,
1256.542,,,340.8
1256.598,325,,
1256.707,,,340.8
1256.785,330,,
1256.922,,,340.8
1256.985,335,,
1257.108,,,340.8
1257.161,340,,
1257.207,,,340.8
1257.259,345,,
1257.307,,,340.8
1257.385,345,,
1257.443,,,340.8
1257.500,345,,
1257.544,,,340.8
1257.604,345,,
1257.645,,,340.8
1257.756,345,,
1257.841,,,340.8
1257.895,345,,
1258.008,,,340.8
1258.096,345,,
1258.208,,,340.8
1258.281,345,,
1258.407,,,340.8
1258.464,345,,
1258.507,,,340.8
1258.553,345,,
1258.608,,,340.8
1258.646,345,,
1258.707,,,340.8
1258.764,345,,
1258.809,,,340.8
1258.890,345,,
1259.206,,,413.6
1259.295,0,200,
1259.409,,,413.6
1259.469,0,200,
1259.608,,,413.6
1259.684,0,200,
1259.808,,,413.6
1259.883,0,200,
1260.011,,,413.6
1260.084,0,200,
1260.143,,,413.6
1260.204,0,200,
1260.307,,,413.6
1260.400,0,200,
1260.508,,,413.6
1260.591,0,200,
1260.709,,,413.6
1260.793,0,200,
1260.908,,,413.6
1260.972,0,200,
1261.042,,,413.6
1261.106,0,200,
1261.208,,,413.6
1261.280,0,200,
1261.408,,,413.6
1261.454,0,200,
1261.507,,,413.6
1261.569,0,200,
1261.608,,,413.6
1261.677,0,200,
1261.807,,,413.6
1261.886,0,200,
1262.008,,,413.6
1262.090,0,200,
1262.207,,,413.6
1262.281,0,200,
1262.408,,,413.6
1262.464,0,200,
1262.507,,,413.6
1262.572,0,200,
1262.708,,,413.6
1262.750,0,200,
1262.808,,,413.6
1262.868,0,200,
1262.907,,,413.6
1262.958,0,200,
1263.007,,,413.6
1263.067,0,200,
1263.107,,,413.6
1263.168,0,200,
1263.207,,,413.6
1263.246,0,200,
1263.307,,,413.6
1263.354,0,200,
1263.408,,,413.6
1263.462,0,200,
1263.507,,,413.6
1263.555,0,200,
1263.608,,,413.6
1263.667,0,200,
1263.707,,,413.6
1263.751,0,200,
1263.808,,,413.6
1263.867,0,200,
1263.907,,,413.6
1263.966,0,200,
1264.008,,,413.6
1264.061,0,200,
1264.107,,,413.6
1264.166,0,200,
1264.208,,,413.6
1264.251,0,200,
1264.308,,,413.6
1264.364,0,200,
1264.407,,,413.6
1264.457,0,200,
1264.507,,,413.6
1264.569,0,200,
1264.642,,,413.6
1264.720,0,200,
1264.808,,,413.6
1264.872,0,200,
1265.010,,,413.6
1265.053,0,200,
1265.108,,,413.6
1265.165,0,200,
1265.307,,,413.6
1265.357,0,200,
1265.442,,,413.6
1265.508,0,200,
1265.644,,,413.6
1265.717,0,200,
1265.808,,,413.6
1265.869,0,200,
1265.927,,,413.6
1265.987,0,200,
1266.108,,,413.6
1266.190,0,200,
1266.307,,,413.6
1266.388,0,200,
1266.507,,,413.6
1266.555,0,200,
1266.607,,,413.6
1266.672,0,200,
1266.809,,,413.6
1266.868,0,200,
1267.008,,,413.6
1267.060,0,200,
1267.107,,,413.6
1267.169,0,200,
1267.340,,,413.6
1267.403,0,200,
1267.507,,,413.6
1267.582,0,200,
1267.707,,,413.6
1267.782,0,200,
1267.908,,,413.6
1267.976,0,200,
1268.108,,,413.6
1268.160,0,200,
1268.207,,,413.6
1268.266,0,200,
1268.307,,,413.6
1268.396,0,200,
1268.508,,,413.6
1268.584,0,200,
1268.708,,,413.6
1268.790,0,200,
1268.844,,,413.6
1268.884,0,200,
1269.010,,,413.6
1269.087,0,200,
1269.243,,,413.6
1269.303,0,200,
1269.414,,,413.6
1269.494,0,200,
1269.608,,,413.6
1269.695,0,200,
1269.808,,,413.6
1269.899,0,200,
1270.010,,,413.6
1270.078,0,200,
1270.209,,,413.6
1270.289,0,200,
1270.408,,,413.6
1270.485,0,200,
1270.542,,,413.6
1270.606,0,200,
1270.645,,,413.6
1270.690,0,200,
1270.744,,,413.6
1270.802,0,200,
1270.844,,,413.6
1270.901,0,200,
1271.007,,,413.6
1271.102,0,200,
1271.208,,,413.6
1271.298,0,200,
1271.409,,,413.6
1271.471,0,200,
1271.608,,,413.6
1271.688,0,200,
1271.808,,,413.6
1271.886,0,200,
1272.007,,,413.6
1272.088,0,200,
1272.207,,,413.6
1272.273,0,200,
1272.408,,,413.6
1272.470,0,200,
1272.607,,,413.6
1272.674,0,200,
1272.742,,,413.6
1272.795,0,200,
1272.948,,,413.6
1272.991,0,200,
1273.108,,,413.6
1273.206,0,200,
1273.246,,,413.6
1273.300,0,200,
1273.442,,,413.6
1273.490,0,200,
1273.607,,,413.6
1273.690,0,200,
1273.808,,,413.6
1273.886,0,200,
1274.007,,,413.6
1274.066,0,200,
1274.106,,,413.6
1274.173,0,200,
1274.308,,,413.6
1274.384,0,200,
1274.508,,,413.6
1274.586,0,200,
1274.744,,,413.6
1274.786,0,200,
1274.908,,,413.6
1274.979,0,200,
1275.107,,,413.6
1275.186,0,200,
1275.309,,,413.6
1275.388,0,200,
1275.508,,,413.6
1275.588,0,200,
1275.708,,,413.6
1275.768,0,200,
1275.907,,,413.6
1275.972,0,200,
1276.043,,,413.6
1276.105,0,200,
1276.207,,,413.6
1276.278,0,200,
1276.407,,,413.6
1276.477,0,200,
1276.522,,,413.6
1276.577,0,200,
1276.717,,,413.6
1276.770,0,200,
1276.808,,,413.6
1276.865,0,200,
1276.908,,,413.6
1276.970,0,200,
1277.107,,,413.6
1277.172,0,200,
1277.308,,,413.6
1277.371,0,200,
1277.508,,,413.6
1277.552,0,200,
1277.607,,,413.6
1277.671,0,200,
1277.807,,,413.6
1277.869,0,200,
1278.008,,,413.6
1278.050,0,200,
1278.110,,,413.6
1278.173,0,200,
1278.307,,,413.6
1278.367,0,200,
1278.407,,,413.6
1278.465,0,200,
1278.507,,,413.6
1278.551,0,200,
1278.608,,,413.6
1278.671,0,200,
1278.808,,,413.6
1278.870,0,200,
1279.007,,,413.6
1279.048,0,200,
1279.136,,,413.6
1279.194,0,200,
1279.317,,,413.6
1279.388,0,200,
1279.443,,,413.6
1279.527,0,200,
1279.607,,,413.6
1279.671,0,200,
1279.807,,,413.6
1279.858,0,200,
1279.908,,,413.6
1279.970,0,200,
1280.029,,,413.6
1280.070,0,200,
1280.108,,,413.6
1280.163,0,200,
1280.208,,,413.6
1280.266,0,200,
1280.318,,,413.6
1280.369,0,200,
1280.406,,,413.6
1280.475,0,200,
1280.608,,,413.6
1280.669,0,200,
1280.707,,,413.6
1280.792,0,200,
1280.908,,,413.6
1280.986,0,200,
1281.109,,,413.6
1281.192,0,200,
1281.308,,,413.6
1281.393,0,200,
1281.507,,,413.6
1281.573,0,200,
1281.642,,,413.6
1281.707,0,200,
1281.840,,,413.6
1281.901,0,200,
1282.043,,,413.6
1282.090,0,200,
1282.143,,,413.6
1282.204,0,200,
1282.341,,,413.6
1282.380,0,200,
1282.443,,,413.6
1282.505,0,200,
1282.546,,,413.6
1282.587,0,200,
1282.628,,,413.6
1282.686,0,200,
1282.744,,,413.6
1282.806,0,200,
1282.843,,,413.6
1282.887,0,200,
1282.948,,,413.6
1283.011,0,200,
1283.107,,,413.6
1283.166,0,200,
1283.207,,,413.6
1283.268,0,200,
1283.407,,,413.6
1283.467,0,200,
1283.507,,,413.6
1283.571,0,200,
1283.708,,,413.6
1283.772,0,200,
1283.841,,,413.6
1283.881,0,200,
1283.947,,,413.6
1284.012,0,200,
1284.108,,,413.6
1284.151,0,200,
1284.208,,,413.6
1284.270,0,200,
1284.342,,,413.6
1284.383,0,200,
1284.445,,,413.6
1284.510,0,200,
1284.607,,,413.6
1284.649,0,200,
1284.707,,,413.6
1284.771,0,200,
1284.826,,,413.6
1284.910,0,200,
1285.008,,,413.6
1285.078,0,200,
1285.208,,,413.6
1285.274,0,200,
1285.407,,,413.6
1285.470,0,200,
1285.608,,,413.6
1285.657,0,200,
1285.707,,,413.6
1285.763,0,200,
1285.806,,,413.6
1285.890,0,200,
1286.010,,,413.6
1286.087,0,200,
1286.209,,,413.6
1286.290,0,200,
1286.408,,,413.6
1286.494,0,200,
1286.608,,,413.6
1286.676,0,200,
1286.808,,,413.6
1286.879,0,200,
1287.010,,,413.6
1287.080,0,200,
1287.210,,,413.6
1287.267,0,200,
1287.309,,,413.6
1287.379,0,200,
1287.508,,,413.6
1287.582,0,200,
1287.708,,,413.6
1287.784,0,200,
1287.907,,,413.6
1287.980,0,200,
1288.107,,,413.6
1288.176,0,200,
1288.310,,,413.6
1288.371,0,200,
1288.507,,,413.6
1288.577,0,200,
1288.743,,,413.6
1288.807,0,200,
1288.907,,,413.6
1288.977,0,200,
1289.107,,,413.6
1289.190,0,200,
1289.308,,,413.6
1289.396,0,200,
1289.507,,,413.6
1289.600,0,200,
1289.707,,,413.6
1289.754,0,200,
1289.808,,,413.6
1289.866,0,200,
1289.907,,,413.6
1289.949,0,200,
1290.007,,,413.6
1290.065,0,200,
1290.208,,,413.6
1290.259,0,200,
1290.344,,,413.6
1290.410,0,200,
1290.512,,,413.6
1290.574,0,200,
1290.707,,,413.6
1290.750,0,200,
1290.808,,,413.6
1290.862,0,200,
1291.007,,,413.6
1291.075,0,200,
1291.123,,,413.6
1291.161,0,200,
1291.207,,,413.6
1291.247,0,200,
1291.308,,,413.6
1291.459,0,200,
1291.507,,,413.6
1291.752,0,200,
1291.807,,,413.6
1291.886,0,200,
1292.010,,,413.6
1292.069,0,200,
1292.207,,,413.6
1292.277,0,200,
1292.408,,,413.6
1292.503,0,200,
1292.608,,,413.6
1292.645,0,200,
1292.708,,,413.6
1292.749,0,200,
1292.843,,,413.6
1292.882,0,200,
1293.008,,,413.6
1293.077,0,200,
1293.207,,,413.6
1293.265,0,200,
1293.308,,,413.6
1293.369,0,200,
1293.407,,,413.6
1293.477,0,200,
1293.608,,,413.6
1293.690,0,200,
1293.808,,,413.6
1293.889,0,200,
1294.008,,,413.6
1294.069,0,200,
1294.108,,,413.6
1294.168,0,200,
1294.207,,,413.6
1294.259,0,200,
1294.310,,,413.6
1294.369,0,200,
1294.507,,,413.6
1294.557,0,200,
1294.607,,,413.6
1294.671,0,200,
1294.708,,,413.6
1294.777,0,200,
1294.908,,,413.6
1294.974,0,200,
1295.107,,,413.6
1295.173,0,200,
1295.308,,,413.6
1295.372,0,200,
1295.508,,,413.6
1295.558,0,200,
1295.607,,,413.6
1295.668,0,200,
1295.706,,,413.6
1295.791,0,200,
1295.908,,,413.6
1295.985,0,200,
1296.107,,,413.6
1296.183,0,200,
1296.308,,,413.6
1296.376,0,200,
1296.507,,,413.6
1296.565,0,200,
1296.707,,,413.6
1296.764,0,200,
1296.908,,,413.6
1296.956,0,200,
1297.008,,,413.6
1297.077,0,200,
1297.208,,,413.6
1297.290,0,200,
1297.407,,,413.6
1297.489,0,200,
1297.607,,,413.6
1297.677,0,200,
1297.807,,,413.6
1297.849,0,200,
1297.907,,,413.6
1297.964,0,200,
1298.006,,,413.6
1298.064,0,200,
1298.117,,,413.6
1298.180,0,200,
1298.308,,,413.6
1298.353,0,200,
1298.407,,,413.6
1298.467,0,200,
1298.607,,,413.6
1298.661,0,200,
1298.707,,,413.6
1298.771,0,200,
1298.908,,,413.6
1298.985,0,200,
1299.140,,,413.6
1299.200,0,200,
1299.244,,,413.6
1299.302,0,200,
1299.349,,,413.6
1299.389,0,200,
1299.507,,,413.6
1299.587,0,200,
1299.707,,,413.6
1299.808,0,200,
1299.923,,,413.6
1300.010,0,200,
1300.108,,,413.6
1300.183,0,200,
1300.308,,,413.6
1300.384,0,200,
1300.508,,,413.6
1300.582,0,200,
1300.707,,,413.6
1300.787,0,200,
1300.908,,,413.6
1300.964,0,200,
1301.007,,,413.6
1301.063,0,200,
1301.107,,,413.6
1301.154,0,200,
1301.207,,,413.6
1301.271,0,200,
1301.407,,,413.6
1301.450,0,200,
1301.508,,,413.6
1301.546,0,200,
1301.609,,,413.6
1301.667,0,200,
1301.709,,,413.6
1301.769,0,200,
1301.942,,,413.6
1301.991,0,200,
1302.043,,,413.6
1302.105,0,200,
1302.143,,,413.6
1302.192,0,200,
1302.309,,,413.6
1302.416,0,200,
1302.508,,,413.6
1302.575,0,200,
1302.628,,,413.6
1302.672,0,200,
1302.807,,,413.6
1302.872,0,200,
1303.008,,,413.6
1303.069,0,200,
1303.107,,,413.6
1303.167,0,200,
1303.207,,,413.6
1303.270,0,200,
1303.346,,,413.6
1303.426,0,200,
1303.508,,,413.6
1303.570,0,200,
1303.708,,,413.6
1303.771,0,200,
1303.908,,,413.6
1303.953,0,200,
1304.007,,,413.6
1304.048,0,200,
1304.107,,,413.6
1304.145,0,200,
1304.207,,,413.6
1304.266,0,200,
1304.310,,,413.6
1304.366,0,200,
1304.408,,,413.6
1304.445,0,200,
1304.507,,,413.6
1304.568,0,200,
1304.707,,,413.6
1304.754,0,200,
1304.807,,,413.6
1304.870,0,200,
1305.009,,,413.6
1305.071,0,200,
1305.208,,,413.6
1305.250,0,200,
1305.307,,,413.6
1305.369,0,200,
1305.508,,,413.6
1305.569,0,200,
1305.707,,,413.6
1305.745,0,200,
1305.807,,,413.6
1305.870,0,200,
1306.008,,,413.6
1306.068,0,200,
1306.208,,,413.6
1306.247,0,200,
1306.309,,,413.6
1306.367,0,200,
1306.406,,,413.6
1306.472,0,200,
1306.630,,,413.6
1306.690,0,200,
1306.744,,,413.6
1306.801,0,200,
1306.845,,,413.6
1306.905,0,200,
1307.008,,,413.6
1307.099,0,200,
1307.209,,,413.6
1307.270,0,200,
1307.447,,,413.6
1307.492,0,200,
1307.542,,,413.6
1307.608,0,200,
1307.709,,,413.6
1307.834,0,200,
1307.907,,,413.6
1307.950,0,200,
1308.007,,,413.6
1308.067,0,200,
1308.107,,,413.6
1308.177,0,200,
1308.308,,,413.6
1308.381,0,200,
1308.508,,,413.6
1308.562,0,200,
1308.643,,,413.6
1308.706,0,200,
1308.842,,,413.6
1308.908,0,200,
1309.008,,,413.6
1309.093,0,200,
1309.242,,,413.6
1309.285,0,200,
1309.407,,,413.6
1309.481,0,200,
1309.608,,,413.6
1309.697,0,200,
1309.843,,,413.6
