# HotWire artifact -- Attack A2 (forced PreCharge / V2L) sustained-discharge evidence
# Vehicle: LUXGEN N7 (production unit, lab bench).
# Source: decoded from the recorded DIN 70121 trace of the full sustained-discharge session.
# Duration: ~100 minutes of continuous CurrentDemand activity (supports the >=60 min / ~1.25 kWh claim in Sec. 6).
# PRIVACY: the vehicle EVCCID/MAC and ALL link-layer & IPv6 addresses are EXCLUDED. This file contains
#          only protocol-reported electrical fields and relative timestamps -- no identifiers of any kind.
# NOTE: all values are PROTOCOL-REPORTED (read from V2G messages), NOT externally metered.
#       EVSEPresentCurrent is a fixed protocol value emitted by the rogue EVSE, not a measured current.
# Columns: t_rel_s, EVSEPresentVoltage_V (forged), EVSEPresentCurrent_A (reported), EVTargetVoltage_V (vehicle)
t_rel_s,EVSEPresentVoltage_V,EVSEPresentCurrent_A,EVTargetVoltage_V
101.771,,,413.6
101.833,0,200,
101.968,,,413.6
102.013,0,200,
102.069,,,413.6
102.135,0,200,
102.268,,,413.6
102.309,0,200,
102.367,,,413.6
102.427,0,200,
102.467,,,413.6
102.526,0,200,
102.568,,,413.6
102.632,0,200,
102.670,,,413.6
102.736,0,200,
102.869,,,413.6
102.933,0,200,
103.070,,,413.6
103.152,0,200,
103.269,,,413.6
103.358,0,200,
103.469,,,413.6
103.539,0,200,
103.668,,,413.6
103.735,0,200,
103.870,,,413.6
103.936,0,200,
104.100,,,413.6
104.164,0,200,
104.306,,,413.6
104.350,0,200,
104.397,,,413.6
104.462,0,200,
104.569,,,413.6
104.659,0,200,
104.768,,,413.6
104.841,0,200,
104.903,,,413.6
104.976,0,200,
105.100,,,413.6
105.177,0,200,
105.267,,,413.6
105.364,0,200,
105.471,,,413.6
105.562,0,200,
105.703,,,413.6
105.766,0,200,
105.804,,,413.6
105.849,0,200,
105.900,,,413.6
105.964,0,200,
106.069,,,413.6
106.159,0,200,
106.204,,,413.6
106.261,0,200,
106.302,,,413.6
106.342,0,200,
106.471,,,413.6
106.537,0,200,
106.673,,,413.6
106.755,0,200,
106.869,,,413.6
106.939,0,200,
107.103,,,413.6
107.146,0,200,
107.203,,,413.6
107.241,0,200,
107.368,,,413.6
107.473,0,200,
107.604,,,413.6
107.663,0,200,
107.770,,,413.6
107.857,0,200,
107.969,,,413.6
108.050,0,200,
108.168,,,413.6
108.243,0,200,
108.369,,,413.6
108.459,0,200,
108.569,,,413.6
108.645,0,200,
108.705,,,413.6
108.762,0,200,
108.804,,,413.6
108.875,0,200,
108.968,,,413.6
109.016,0,200,
109.101,,,413.6
109.158,0,200,
109.204,,,413.6
109.262,0,200,
109.304,,,413.6
109.361,0,200,
109.469,,,413.6
109.555,0,200,
109.668,,,413.6
109.751,0,200,
109.869,,,413.6
109.938,0,200,
110.070,,,413.6
110.144,0,200,
110.269,,,413.6
110.325,0,200,
110.383,,,413.6
110.448,0,200,
110.569,,,413.6
110.661,0,200,
110.768,,,413.6
110.862,0,200,
110.968,,,413.6
111.096,0,200,
111.168,,,413.6
111.229,0,200,
111.301,,,413.6
111.352,0,200,
111.470,,,413.6
111.557,0,200,
111.668,,,413.6
111.743,0,200,
111.869,,,413.6
111.949,0,200,
112.068,,,413.6
112.150,0,200,
112.269,,,413.6
112.339,0,200,
112.468,,,413.6
112.543,0,200,
112.669,,,413.6
112.722,0,200,
112.769,,,413.6
112.832,0,200,
112.869,,,413.6
112.933,0,200,
113.068,,,413.6
113.155,0,200,
113.268,,,413.6
113.360,0,200,
113.471,,,413.6
113.563,0,200,
113.668,,,413.6
113.716,0,200,
113.768,,,413.6
113.833,0,200,
113.968,,,413.6
114.013,0,200,
114.069,,,413.6
114.130,0,200,
114.202,,,413.6
114.243,0,200,
114.303,,,413.6
114.362,0,200,
114.410,,,413.6
114.470,0,200,
114.571,,,413.6
114.634,0,200,
114.769,,,413.6
114.832,0,200,
114.968,,,413.6
115.022,0,200,
115.067,,,413.6
115.124,0,200,
115.167,,,413.6
115.226,0,200,
115.368,,,413.6
115.433,0,200,
115.569,,,413.6
115.633,0,200,
115.767,,,413.6
115.812,0,200,
115.869,,,413.6
115.931,0,200,
116.068,,,413.6
116.129,0,200,
116.269,,,413.6
116.316,0,200,
116.368,,,413.6
116.426,0,200,
116.467,,,413.6
116.526,0,200,
116.568,,,413.6
116.632,0,200,
116.769,,,413.6
116.830,0,200,
116.971,,,413.6
117.039,0,200,
117.168,,,413.6
117.236,0,200,
117.369,,,413.6
117.434,0,200,
117.572,,,413.6
117.636,0,200,
117.768,,,413.6
117.828,0,200,
117.869,,,413.6
117.929,0,200,
117.981,,,413.6
118.040,0,200,
118.168,,,413.6
118.230,0,200,
118.269,,,413.6
118.335,0,200,
118.405,,,413.6
118.466,0,200,
118.568,,,413.6
118.663,0,200,
118.706,,,413.6
118.784,0,200,
118.881,,,413.6
118.981,0,200,
119.101,,,413.6
119.185,0,200,
119.268,,,413.6
119.316,0,200,
119.368,,,413.6
119.430,0,200,
119.569,,,413.6
119.625,0,200,
119.801,,,413.6
119.841,0,200,
119.968,,,413.6
120.033,0,200,
120.168,,,413.6
120.235,0,200,
120.368,,,413.6
120.409,0,200,
120.480,,,413.6
120.545,0,200,
120.669,,,413.6
120.745,0,200,
120.868,,,413.6
120.950,0,200,
121.071,,,413.6
121.142,0,200,
121.269,,,413.6
121.351,0,200,
121.470,,,413.6
121.544,0,200,
121.669,,,413.6
121.740,0,200,
121.870,,,413.6
121.945,0,200,
122.069,,,413.6
122.128,0,200,
122.270,,,413.6
122.353,0,200,
122.470,,,413.6
122.555,0,200,
122.700,,,413.6
122.762,0,200,
122.868,,,413.6
122.958,0,200,
123.067,,,413.6
123.133,0,200,
123.269,,,413.6
123.325,0,200,
123.367,,,413.6
123.435,0,200,
123.571,,,413.6
123.636,0,200,
123.769,,,413.6
123.845,0,200,
123.968,,,413.6
124.061,0,200,
124.168,,,413.6
124.230,0,200,
124.368,,,413.6
124.413,0,200,
124.468,,,413.6
124.530,0,200,
124.669,,,413.6
124.734,0,200,
124.868,,,413.6
124.921,0,200,
124.968,,,413.6
125.029,0,200,
125.067,,,413.6
125.147,0,200,
125.267,,,413.6
125.332,0,200,
125.368,,,413.6
125.418,0,200,
125.470,,,413.6
125.534,0,200,
125.667,,,413.6
125.735,0,200,
125.868,,,413.6
125.919,0,200,
125.967,,,413.6
126.034,0,200,
126.168,,,413.6
126.220,0,200,
126.267,,,413.6
126.327,0,200,
126.369,,,413.6
126.419,0,200,
126.469,,,413.6
126.521,0,200,
126.570,,,413.6
126.663,0,200,
126.769,,,413.6
126.872,0,200,
126.969,,,413.6
127.057,0,200,
127.168,,,413.6
127.250,0,200,
127.368,,,413.6
127.436,0,200,
127.569,,,413.6
127.726,0,200,
127.800,,,413.6
127.866,0,200,
127.970,,,413.6
128.062,0,200,
128.168,,,413.6
128.245,0,200,
128.368,,,413.6
128.455,0,200,
128.570,,,413.6
128.678,0,200,
128.768,,,413.6
128.833,0,200,
128.986,,,413.6
129.032,0,200,
129.103,,,413.6
129.170,0,200,
129.270,,,413.6
129.364,0,200,
129.468,,,413.6
129.551,0,200,
129.667,,,413.6
129.731,0,200,
129.802,,,413.6
129.867,0,200,
130.002,,,413.6
130.063,0,200,
130.168,,,413.6
130.234,0,200,
130.369,,,413.6
130.429,0,200,
130.467,,,413.6
130.514,0,200,
130.606,,,413.6
130.670,0,200,
130.802,,,413.6
130.866,0,200,
131.000,,,413.6
131.063,0,200,
131.168,,,413.6
131.246,0,200,
131.369,,,413.6
131.444,0,200,
131.568,,,413.6
131.645,0,200,
131.769,,,413.6
131.811,0,200,
131.868,,,413.6
131.903,0,200,
131.968,,,413.6
132.007,0,200,
132.068,,,413.6
132.106,0,200,
132.168,,,413.6
132.230,0,200,
132.368,,,413.6
132.435,0,200,
132.572,,,413.6
132.645,0,200,
132.703,,,413.6
132.779,0,200,
132.900,,,413.6
132.972,0,200,
133.102,,,413.6
133.176,0,200,
133.267,,,413.6
133.307,0,200,
133.368,,,413.6
133.432,0,200,
133.570,,,413.6
133.634,0,200,
133.768,,,413.6
133.813,0,200,
133.868,,,413.6
133.932,0,200,
134.069,,,413.6
134.130,0,200,
134.268,,,413.6
134.318,0,200,
134.368,,,413.6
134.431,0,200,
134.568,,,413.6
134.628,0,200,
134.667,,,413.6
134.726,0,200,
134.767,,,413.6
134.841,0,200,
134.968,,,413.6
135.056,0,200,
135.168,,,413.6
135.265,0,200,
135.368,,,413.6
135.462,0,200,
135.569,,,413.6
135.636,0,200,
135.768,,,413.6
135.823,0,200,
135.869,,,413.6
135.933,0,200,
136.068,,,413.6
136.112,0,200,
136.168,,,413.6
136.228,0,200,
136.369,,,413.6
136.433,0,200,
136.571,,,413.6
136.633,0,200,
136.768,,,413.6
136.838,0,200,
136.968,,,413.6
137.077,0,200,
137.168,,,413.6
137.229,0,200,
137.269,,,413.6
137.320,0,200,
137.368,,,413.6
137.429,0,200,
137.568,,,413.6
137.624,0,200,
137.667,,,413.6
137.728,0,200,
137.768,,,413.6
137.830,0,200,
137.968,,,413.6
138.032,0,200,
138.169,,,413.6
138.230,0,200,
138.368,,,413.6
138.428,0,200,
138.467,,,413.6
138.522,0,200,
138.568,,,413.6
138.622,0,200,
138.667,,,413.6
138.726,0,200,
138.768,,,413.6
138.820,0,200,
138.869,,,413.6
138.911,0,200,
138.968,,,413.6
139.034,0,200,
139.168,,,413.6
139.237,0,200,
139.369,,,413.6
139.438,0,200,
139.568,,,413.6
139.630,0,200,
139.767,,,413.6
139.832,0,200,
139.968,,,413.6
140.038,0,200,
140.168,,,413.6
140.225,0,200,
140.267,,,413.6
140.320,0,200,
140.374,,,413.6
140.432,0,200,
140.568,,,413.6
140.634,0,200,
140.768,,,413.6
140.832,0,200,
140.969,,,413.6
141.030,0,200,
141.069,,,413.6
141.140,0,200,
141.269,,,413.6
141.337,0,200,
141.469,,,413.6
141.530,0,200,
141.668,,,413.6
141.707,0,200,
141.768,,,413.6
141.832,0,200,
141.968,,,413.6
142.033,0,200,
142.102,,,413.6
142.165,0,200,
142.268,,,413.6
142.361,0,200,
142.405,,,413.6
142.455,0,200,
142.504,,,413.6
142.569,0,200,
142.669,,,413.6
142.729,0,200,
142.802,,,413.6
142.861,0,200,
142.968,,,413.6
143.059,0,200,
143.104,,,413.6
143.167,0,200,
143.268,,,413.6
143.338,0,200,
143.470,,,413.6
143.514,0,200,
143.570,,,413.6
143.635,0,200,
143.702,,,413.6
143.777,0,200,
143.880,,,413.6
143.949,0,200,
144.068,,,413.6
144.141,0,200,
144.270,,,413.6
144.336,0,200,
144.467,,,413.6
144.510,0,200,
144.569,,,413.6
144.632,0,200,
144.768,,,413.6
144.866,0,200,
144.968,,,413.6
145.042,0,200,
145.168,,,413.6
145.253,0,200,
145.368,,,413.6
145.445,0,200,
145.568,,,413.6
145.649,0,200,
145.768,,,413.6
145.842,0,200,
145.969,,,413.6
146.034,0,200,
146.170,,,413.6
146.241,0,200,
146.303,,,413.6
146.345,0,200,
146.469,,,413.6
146.549,0,200,
146.670,,,413.6
146.753,0,200,
146.869,,,413.6
146.959,0,200,
147.068,,,413.6
147.135,0,200,
147.301,,,413.6
147.343,0,200,
147.468,,,413.6
147.524,0,200,
147.570,,,413.6
147.615,0,200,
147.669,,,413.6
147.728,0,200,
147.802,,,413.6
147.863,0,200,
147.906,,,413.6
147.972,0,200,
148.070,,,413.6
148.143,0,200,
148.304,,,413.6
148.367,0,200,
148.469,,,413.6
148.560,0,200,
148.668,,,413.6
148.762,0,200,
148.869,,,413.6
148.924,0,200,
148.967,,,413.6
149.027,0,200,
149.067,,,413.6
149.119,0,200,
149.168,,,413.6
149.230,0,200,
149.268,,,413.6
149.317,0,200,
149.405,,,413.6
149.470,0,200,
149.578,,,413.6
149.663,0,200,
149.768,,,413.6
149.863,0,200,
149.967,,,413.6
150.041,0,200,
150.168,,,413.6
150.211,0,200,
150.267,,,413.6
150.304,0,200,
150.368,,,413.6
150.410,0,200,
150.470,,,413.6
150.534,0,200,
150.670,,,413.6
150.721,0,200,
150.768,,,413.6
150.823,0,200,
150.867,,,413.6
151.019,0,200,
151.068,,,413.6
151.141,0,200,
151.268,,,413.6
151.312,0,200,
151.367,,,413.6
151.435,0,200,
151.570,,,413.6
151.672,0,200,
151.802,,,413.6
151.877,0,200,
151.968,,,413.6
152.030,0,200,
152.201,,,413.6
152.240,0,200,
152.303,,,413.6
152.360,0,200,
152.405,,,413.6
152.458,0,200,
152.504,,,413.6
152.568,0,200,
152.670,,,413.6
152.742,0,200,
152.803,,,413.6
152.867,0,200,
152.906,,,413.6
152.956,0,200,
153.005,,,413.6
153.062,0,200,
153.168,,,413.6
153.240,0,200,
153.368,,,413.6
153.424,0,200,
153.483,,,413.6
153.541,0,200,
153.670,,,413.6
153.733,0,200,
153.870,,,413.6
153.936,0,200,
154.069,,,413.6
154.124,0,200,
154.167,,,413.6
154.217,0,200,
154.267,,,413.6
154.312,0,200,
154.368,,,413.6
154.429,0,200,
154.568,,,413.6
154.631,0,200,
154.768,,,413.6
154.831,0,200,
154.968,,,413.6
155.012,0,200,
155.069,,,413.6
155.128,0,200,
155.167,,,413.6
155.227,0,200,
155.268,,,413.6
155.325,0,200,
155.368,,,413.6
155.425,0,200,
155.468,,,413.6
155.521,0,200,
155.570,,,413.6
155.629,0,200,
155.671,,,413.6
155.733,0,200,
155.904,,,413.6
155.980,0,200,
156.067,,,413.6
156.130,0,200,
156.169,,,413.6
156.228,0,200,
156.369,,,413.6
156.436,0,200,
156.569,,,413.6
156.633,0,200,
156.769,,,413.6
156.832,0,200,
156.968,,,413.6
157.031,0,200,
157.168,,,413.6
157.233,0,200,
157.369,,,413.6
157.435,0,200,
157.584,,,413.6
157.647,0,200,
157.768,,,413.6
157.852,0,200,
157.968,,,413.6
158.034,0,200,
158.168,,,413.6
158.230,0,200,
158.267,,,413.6
158.326,0,200,
158.368,,,413.6
158.431,0,200,
158.568,,,413.6
158.630,0,200,
158.768,,,413.6
158.809,0,200,
158.868,,,413.6
158.932,0,200,
159.070,,,413.6
159.131,0,200,
159.168,,,413.6
159.224,0,200,
159.267,,,413.6
159.311,0,200,
159.369,,,413.6
159.432,0,200,
159.571,,,413.6
159.632,0,200,
159.768,,,413.6
159.809,0,200,
159.868,,,413.6
159.931,0,200,
159.968,,,413.6
160.044,0,200,
160.168,,,413.6
160.245,0,200,
160.368,,,413.6
160.446,0,200,
160.570,,,413.6
160.648,0,200,
160.770,,,413.6
160.819,0,200,
160.869,,,413.6
160.929,0,200,
160.968,,,413.6
161.039,0,200,
161.200,,,413.6
161.264,0,200,
161.306,,,413.6
161.345,0,200,
161.470,,,413.6
161.544,0,200,
161.606,,,413.6
161.670,0,200,
161.768,,,413.6
161.812,0,200,
161.870,,,413.6
161.935,0,200,
162.070,,,413.6
162.119,0,200,
162.168,,,413.6
162.229,0,200,
162.269,,,413.6
162.328,0,200,
162.367,,,413.6
162.469,0,200,
162.568,,,413.6
162.662,0,200,
162.769,,,413.6
162.874,0,200,
162.968,,,413.6
163.036,0,200,
163.168,,,413.6
163.234,0,200,
163.369,,,413.6
163.436,0,200,
163.568,,,413.6
163.626,0,200,
163.669,,,413.6
163.736,0,200,
163.869,,,413.6
163.931,0,200,
164.068,,,413.6
164.124,0,200,
164.168,,,413.6
164.233,0,200,
164.368,,,413.6
164.408,0,200,
164.467,,,413.6
164.530,0,200,
164.669,,,413.6
164.733,0,200,
164.868,,,413.6
164.910,0,200,
164.968,,,413.6
165.033,0,200,
165.168,,,413.6
165.233,0,200,
165.369,,,413.6
165.433,0,200,
165.568,,,413.6
165.652,0,200,
165.768,,,413.6
165.848,0,200,
165.968,,,413.6
166.051,0,200,
166.168,,,413.6
166.244,0,200,
166.369,,,413.6
166.453,0,200,
166.570,,,413.6
166.676,0,200,
166.767,,,413.6
166.829,0,200,
166.901,,,413.6
166.961,0,200,
167.004,,,413.6
167.074,0,200,
167.168,,,413.6
167.212,0,200,
167.302,,,413.6
167.346,0,200,
167.403,,,413.6
167.461,0,200,
167.578,,,413.6
167.669,0,200,
167.768,,,413.6
167.814,0,200,
167.870,,,413.6
167.945,0,200,
168.069,,,413.6
168.153,0,200,
168.270,,,413.6
168.366,0,200,
168.470,,,413.6
168.513,0,200,
168.569,,,413.6
168.632,0,200,
168.767,,,413.6
168.839,0,200,
168.968,,,413.6
169.041,0,200,
169.168,,,413.6
169.227,0,200,
169.302,,,413.6
169.361,0,200,
169.406,,,413.6
169.472,0,200,
169.584,,,413.6
169.662,0,200,
169.809,,,413.6
169.875,0,200,
169.973,,,413.6
170.068,0,200,
170.169,,,413.6
170.263,0,200,
170.368,,,413.6
170.461,0,200,
170.568,,,413.6
170.659,0,200,
170.768,,,413.6
170.840,0,200,
171.000,,,413.6
171.050,0,200,
171.169,,,413.6
171.255,0,200,
171.369,,,413.6
171.457,0,200,
171.605,,,413.6
171.667,0,200,
171.801,,,413.6
171.869,0,200,
172.006,,,413.6
172.054,0,200,
172.103,,,413.6
172.167,0,200,
172.301,,,413.6
172.351,0,200,
172.403,,,413.6
172.447,0,200,
172.501,,,413.6
172.541,0,200,
172.601,,,413.6
172.664,0,200,
172.767,,,413.6
172.842,0,200,
172.968,,,413.6
173.038,0,200,
173.168,,,413.6
173.245,0,200,
173.368,,,413.6
173.448,0,200,
173.568,,,413.6
173.646,0,200,
173.768,,,413.6
173.823,0,200,
173.867,,,413.6
173.927,0,200,
173.967,,,413.6
174.027,0,200,
174.070,,,413.6
174.130,0,200,
174.270,,,413.6
174.342,0,200,
174.470,,,413.6
174.546,0,200,
174.669,,,413.6
174.750,0,200,
174.869,,,413.6
174.951,0,200,
175.067,,,413.6
175.116,0,200,
175.202,,,413.6
175.271,0,200,
175.396,,,413.6
175.473,0,200,
175.605,,,413.6
175.650,0,200,
175.702,,,413.6
175.764,0,200,
175.869,,,413.6
175.959,0,200,
176.068,,,413.6
176.141,0,200,
176.270,,,413.6
176.323,0,200,
176.368,,,413.6
176.429,0,200,
176.481,,,413.6
176.542,0,200,
176.668,,,413.6
176.744,0,200,
176.867,,,413.6
176.935,0,200,
177.068,,,413.6
177.142,0,200,
177.270,,,413.6
177.336,0,200,
177.468,,,413.6
177.536,0,200,
177.668,,,413.6
177.723,0,200,
177.768,,,413.6
177.830,0,200,
177.868,,,413.6
177.932,0,200,
178.068,,,413.6
178.108,0,200,
178.167,,,413.6
178.207,0,200,
178.268,,,413.6
178.306,0,200,
178.368,,,413.6
178.407,0,200,
178.502,,,413.6
178.564,0,200,
178.608,,,413.6
178.669,0,200,
178.804,,,413.6
178.892,0,200,
178.969,,,413.6
179.034,0,200,
179.168,,,413.6
179.214,0,200,
179.270,,,413.6
179.319,0,200,
179.368,,,413.6
179.499,0,200,
179.569,,,413.6
179.626,0,200,
179.697,,,413.6
179.748,0,200,
179.902,,,413.6
179.960,0,200,
180.069,,,413.6
180.155,0,200,
180.269,,,413.6
180.355,0,200,
180.469,,,413.6
180.558,0,200,
180.669,,,413.6
180.737,0,200,
180.803,,,413.6
180.869,0,200,
181.005,,,413.6
181.074,0,200,
181.169,,,413.6
181.244,0,200,
181.302,,,413.6
181.361,0,200,
181.501,,,413.6
181.561,0,200,
181.609,,,413.6
181.668,0,200,
181.801,,,413.6
181.866,0,200,
181.969,,,413.6
182.012,0,200,
182.068,,,413.6
182.132,0,200,
182.267,,,413.6
182.314,0,200,
182.368,,,413.6
182.435,0,200,
182.568,,,413.6
182.639,0,200,
182.768,,,413.6
182.845,0,200,
182.967,,,413.6
183.027,0,200,
183.069,,,413.6
183.134,0,200,
183.268,,,413.6
183.310,0,200,
183.367,,,413.6
183.432,0,200,
183.569,,,413.6
183.640,0,200,
183.770,,,413.6
183.835,0,200,
183.968,,,413.6
184.017,0,200,
184.067,,,413.6
184.129,0,200,
184.267,,,413.6
184.310,0,200,
184.368,,,413.6
184.429,0,200,
184.569,,,413.6
184.637,0,200,
184.769,,,413.6
184.829,0,200,
184.867,,,413.6
184.931,0,200,
184.970,,,413.6
185.022,0,200,
185.068,,,413.6
185.126,0,200,
185.167,,,413.6
185.238,0,200,
185.401,,,413.6
185.465,0,200,
185.507,,,413.6
185.546,0,200,
185.669,,,413.6
185.739,0,200,
185.903,,,413.6
185.966,0,200,
186.070,,,413.6
186.169,0,200,
186.267,,,413.6
186.326,0,200,
186.368,,,413.6
186.423,0,200,
186.467,,,413.6
186.536,0,200,
186.668,,,413.6
186.752,0,200,
186.868,,,413.6
186.957,0,200,
187.067,,,413.6
187.176,0,200,
187.300,,,413.6
187.373,0,200,
187.469,,,413.6
187.546,0,200,
187.667,,,413.6
187.740,0,200,
187.869,,,413.6
187.957,0,200,
188.067,,,413.6
188.162,0,200,
188.270,,,413.6
188.340,0,200,
188.475,,,413.6
188.566,0,200,
188.669,,,413.6
188.766,0,200,
188.869,,,413.6
188.933,0,200,
189.069,,,413.6
189.112,0,200,
189.168,,,413.6
189.232,0,200,
189.368,,,413.6
189.422,0,200,
189.467,,,413.6
189.530,0,200,
189.671,,,413.6
189.735,0,200,
189.869,,,413.6
189.932,0,200,
190.106,,,413.6
190.166,0,200,
190.301,,,413.6
190.347,0,200,
190.403,,,413.6
190.469,0,200,
190.574,,,413.6
190.629,0,200,
190.668,,,413.6
190.734,0,200,
190.901,,,413.6
190.979,0,200,
191.102,,,413.6
191.155,0,200,
191.268,,,413.6
191.343,0,200,
191.469,,,413.6
191.537,0,200,
191.667,,,413.6
191.733,0,200,
191.869,,,413.6
191.915,0,200,
191.967,,,413.6
192.024,0,200,
192.067,,,413.6
192.130,0,200,
192.271,,,413.6
192.333,0,200,
192.470,,,413.6
192.532,0,200,
192.670,,,413.6
192.730,0,200,
192.802,,,413.6
192.871,0,200,
192.968,,,413.6
193.031,0,200,
193.067,,,413.6
193.136,0,200,
193.269,,,413.6
193.336,0,200,
193.470,,,413.6
193.532,0,200,
193.669,,,413.6
193.721,0,200,
193.768,,,413.6
193.820,0,200,
193.870,,,413.6
193.912,0,200,
193.967,,,413.6
194.005,0,200,
194.069,,,413.6
194.106,0,200,
194.168,,,413.6
194.204,0,200,
194.268,,,413.6
194.322,0,200,
194.401,,,413.6
194.445,0,200,
194.569,,,413.6
194.652,0,200,
194.787,,,413.6
194.868,0,200,
194.968,,,413.6
195.058,0,200,
195.168,,,413.6
195.245,0,200,
195.304,,,413.6
195.358,0,200,
195.406,,,413.6
195.466,0,200,
195.504,,,413.6
195.569,0,200,
195.670,,,413.6
195.782,0,200,
195.869,,,413.6
195.932,0,200,
196.069,,,413.6
196.132,0,200,
196.270,,,413.6
196.313,0,200,
196.368,,,413.6
196.432,0,200,
196.569,,,413.6
196.634,0,200,
196.769,,,413.6
196.831,0,200,
196.968,,,413.6
197.087,0,200,
197.168,,,413.6
197.243,0,200,
197.369,,,413.6
197.451,0,200,
197.567,,,413.6
197.657,0,200,
197.767,,,413.6
197.860,0,200,
197.968,,,413.6
198.039,0,200,
198.168,,,413.6
198.214,0,200,
198.268,,,413.6
198.305,0,200,
198.368,,,413.6
198.430,0,200,
198.501,,,413.6
198.553,0,200,
198.670,,,413.6
198.786,0,200,
198.899,,,413.6
198.986,0,200,
199.068,,,413.6
199.133,0,200,
199.175,,,413.6
199.239,0,200,
199.368,,,413.6
199.435,0,200,
199.575,,,413.6
199.629,0,200,
199.767,,,413.6
199.808,0,200,
199.869,,,413.6
199.930,0,200,
200.068,,,413.6
200.128,0,200,
200.204,,,413.6
200.272,0,200,
200.368,,,413.6
200.464,0,200,
200.567,,,413.6
200.629,0,200,
200.685,,,413.6
200.746,0,200,
200.901,,,413.6
200.967,0,200,
201.005,,,413.6
201.105,0,200,
201.201,,,413.6
201.288,0,200,
201.368,,,413.6
201.427,0,200,
201.607,,,413.6
201.662,0,200,
201.767,,,413.6
201.858,0,200,
201.967,,,413.6
202.085,0,200,
202.168,,,413.6
202.231,0,200,
202.269,,,413.6
202.326,0,200,
202.368,,,413.6
202.430,0,200,
202.474,,,413.6
202.534,0,200,
202.612,,,413.6
202.651,0,200,
202.706,,,413.6
202.767,0,200,
202.805,,,413.6
202.868,0,200,
202.968,,,413.6
203.032,0,200,
203.169,,,413.6
203.231,0,200,
203.270,,,413.6
203.331,0,200,
203.497,,,413.6
203.566,0,200,
203.668,,,413.6
203.732,0,200,
203.802,,,413.6
203.861,0,200,
203.968,,,413.6
204.050,0,200,
204.103,,,413.6
204.143,0,200,
204.269,,,413.6
204.349,0,200,
204.468,,,413.6
204.551,0,200,
204.669,,,413.6
204.756,0,200,
204.867,,,413.6
204.939,0,200,
205.070,,,413.6
205.140,0,200,
205.269,,,413.6
205.347,0,200,
205.469,,,413.6
205.539,0,200,
205.670,,,413.6
205.730,0,200,
205.782,,,413.6
205.835,0,200,
205.968,,,413.6
206.027,0,200,
206.079,,,413.6
206.159,0,200,
206.267,,,413.6
206.352,0,200,
206.470,,,413.6
206.555,0,200,
206.667,,,413.6
206.755,0,200,
206.869,,,413.6
206.939,0,200,
207.067,,,413.6
207.134,0,200,
207.270,,,413.6
207.329,0,200,
207.367,,,413.6
207.413,0,200,
207.470,,,413.6
207.532,0,200,
207.670,,,413.6
207.712,0,200,
207.768,,,413.6
207.807,0,200,
207.869,,,413.6
207.936,0,200,
208.070,,,413.6
208.134,0,200,
208.268,,,413.6
208.332,0,200,
208.470,,,413.6
208.534,0,200,
208.669,,,413.6
208.729,0,200,
208.768,,,413.6
208.833,0,200,
208.967,,,413.6
209.026,0,200,
209.070,,,413.6
209.139,0,200,
209.268,,,413.6
209.354,0,200,
209.468,,,413.6
209.560,0,200,
209.669,,,413.6
209.739,0,200,
209.868,,,413.6
209.957,0,200,
210.067,,,413.6
210.159,0,200,
210.271,,,413.6
210.365,0,200,
210.469,,,413.6
210.551,0,200,
210.668,,,413.6
210.742,0,200,
210.869,,,413.6
210.922,0,200,
210.999,,,413.6
211.064,0,200,
211.168,,,413.6
211.257,0,200,
211.368,,,413.6
211.429,0,200,
211.568,,,413.6
211.626,0,200,
211.668,,,413.6
211.724,0,200,
211.767,,,413.6
211.826,0,200,
211.867,,,413.6
211.924,0,200,
211.967,,,413.6
212.037,0,200,
212.169,,,413.6
212.227,0,200,
212.369,,,413.6
212.442,0,200,
212.570,,,413.6
212.642,0,200,
212.769,,,413.6
212.814,0,200,
212.868,,,413.6
212.930,0,200,
212.968,,,413.6
213.031,0,200,
213.168,,,413.6
213.234,0,200,
213.368,,,413.6
213.434,0,200,
213.568,,,413.6
213.639,0,200,
213.768,,,413.6
213.808,0,200,
213.868,,,413.6
213.933,0,200,
214.068,,,413.6
214.135,0,200,
214.268,,,413.6
214.311,0,200,
214.385,,,413.6
214.447,0,200,
214.568,,,413.6
214.651,0,200,
214.704,,,413.6
214.763,0,200,
214.869,,,413.6
214.961,0,200,
215.005,,,413.6
215.051,0,200,
215.103,,,413.6
215.169,0,200,
215.269,,,413.6
215.339,0,200,
215.404,,,413.6
215.467,0,200,
215.568,,,413.6
215.621,0,200,
215.699,,,413.6
215.760,0,200,
215.805,,,413.6
215.851,0,200,
215.905,,,413.6
215.967,0,200,
216.070,,,413.6
216.164,0,200,
216.270,,,413.6
216.345,0,200,
216.468,,,413.6
216.543,0,200,
216.668,,,413.6
216.751,0,200,
216.868,,,413.6
216.945,0,200,
217.069,,,413.6
217.130,0,200,
217.169,,,413.6
217.227,0,200,
217.369,,,413.6
217.407,0,200,
217.470,,,413.6
217.510,0,200,
217.568,,,413.6
217.606,0,200,
217.668,,,413.6
217.704,0,200,
217.767,,,413.6
217.826,0,200,
217.870,,,413.6
217.926,0,200,
218.067,,,413.6
218.120,0,200,
218.168,,,413.6
218.224,0,200,
218.268,,,413.6
218.325,0,200,
218.367,,,413.6
218.435,0,200,
218.568,,,413.6
218.636,0,200,
218.768,,,413.6
